dx,dy
0.3796311475409836,0.42973684210526314
0.3723770491803279,0.42691780821917813
0.3712083333333333,0.417887323943662
0.36383333333333334,0.41000000000000003
0.3625,0.3974264705882353
0.3575,0.3903030303030303
0.3490833333333333,0.3597857142857143
0.34750000000000003,0.351764705882353
0.3425,0.33985074626865674
0.335,0.33261538461538465
0.33899122807017545,0.32492063492063494
0.32806034482758617,0.3134677419354839
0.32297413793103447,0.29862903225806453
0.32087719298245615,0.28655737704918033
0.31570175438596493,0.27872881355932205
0.3134375,0.2696551724137931
0.3055357142857143,0.26026315789473686
0.3030454545454545,0.2525892857142857
0.2897321428571428,0.24916666666666668
0.28427272727272723,0.24064814814814817
0.2762272727272727,0.23650943396226418
0.27041666666666664,0.22783018867924532
0.26222222222222225,0.22557692307692312
0.2512962962962963,0.2189423076923077
0.24872549019607842,0.21591836734693878
0.23715686274509803,0.21122448979591837
0.22558823529411764,0.21083333333333334
0.21534999999999999,0.19948979591836735
0.20355,0.1988541666666667
0.1888,0.19406250000000003
0.177,0.19329787234042556
0.16519999999999999,0.18840425531914895
0.15954081632653058,0.18595744680851065
0.15051020408163263,0.17729166666666668
0.14147959183673467,0.17489583333333336
0.13545918367346937,0.17250000000000001
0.12943877551020408,0.1701041666666667
0.12341836734693876,0.1701041666666667
0.11209999999999999,0.1701041666666667
0.1062,0.17250000000000001
0.10535714285714284,0.1713265306122449
0.0944,0.1736734693877551
0.0885,0.1748
0.08098039215686274,0.1771
0.0767,0.17588235294117646
0.07375,0.17588235294117646
0.06941176470588235,0.17588235294117646
0.06941176470588235,0.17588235294117646
0.07230392156862744,0.17588235294117646
0.07519607843137255,0.17588235294117646
0.07519607843137255,0.17588235294117646
0.07519607843137255,0.17588235294117646
0.07230392156862744,0.17471153846153847
0.06524038461538462,0.17692307692307696
0.05673076923076923,0.17913461538461542
0.051057692307692304,0.18009433962264154
0.045384615384615384,0.18226415094339626
0.042548076923076925,0.18443396226415096
0.03896226415094339,0.18190909090909094
0.03896226415094339,0.18400000000000002
0.042548076923076925,0.1874074074074074
0.04174528301886792,0.18953703703703706
0.04452830188679245,0.1881818181818182
0.0437037037037037,0.1881818181818182
0.046435185185185184,0.18687499999999999
0.045590909090909085,0.18687499999999999
0.048272727272727266,0.18687499999999999
0.05363636363636363,0.18687499999999999
0.0553125,0.18359649122807017
0.060580357142857144,0.18359649122807017
0.06584821428571429,0.18157894736842106
0.06612068965517241,0.178448275862069
0.07245614035087719,0.17646551724137932
0.07375,0.17152542372881358
0.07375,0.1775438596491228
0.0825,0.16372881355932203
0.08463114754098361,0.15983050847457628
0.09341666666666666,0.15141666666666667
0.09278225806451612,0.14327868852459016
0.09599206349206349,0.1335483870967742
0.10067460317460317,0.12983870967741937
0.10371093749999999,0.12047619047619049
0.10665384615384614,0.115
0.11346153846153845,0.106015625
0.11621212121212121,0.0973076923076923
0.11888059701492537,0.08886363636363637
0.12147058823529412,0.07895522388059702
0.12184782608695652,0.06865671641791045
0.12184782608695652,0.05919117647058824
0.1222142857142857,0.05
0.12049295774647886,0.04
